record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
7350,Sichuan,Xiamen,Rural_Tourism_Village,Labour_Day_Holiday,Pleasant,Mountain_Adventure_Event,High_Speed_Rail,98018,84048,13970,1.43,31.61,35.92,9149,83.81,53.5,48.98,60071,40.82,16.16,73.22,99.87,74.74,35.64,49.39,2.21,0.756,17.61,49165,37.62,129.77,13273192.36,60437.37,95.03,20.22,96.48,84.32,42.27,28.12,69.29,7601934.2,36.81,12.24,94.12,90.29,62.99,53.69,62.17,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7351,Henan,Suzhou,Coastal_Tourism_Zone,National_Day_Golden_Week,Humid,Mountain_Adventure_Event,Ferry_Service,68715,63783,4932,2.18,54.34,51.09,8968,30.36,74.05,33.68,27393,43.91,64.65,37.04,41.15,98.96,51.26,65.35,2.75,0.611,21.31,32041,85.87,107.94,6531457.13,1225237.69,42.97,11.7,60.92,30.05,58.21,94.89,36.04,10396238.04,63.67,124.51,58.43,87.03,34.07,53.72,57.39,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7352,Zhejiang,Xi_an,Coastal_Tourism_Zone,Autumn,Snowy,Cultural_Heritage_Exhibition,Metro_Service,18485,15944,2541,2.81,12.69,40.72,3352,98.08,43.47,89.18,59636,86.09,10.83,75.74,89.73,40.53,52.23,32.84,2.79,0.239,68.73,3487,33.72,124.06,7682619.32,370492.55,92.16,14.49,35.1,66.53,79.07,50.58,58.44,9818978.32,72.6,129.61,97.41,73.05,47.79,31.64,54.43,Low,Risk_Control_Allocation,Control_Crowd_Risk
7353,Hunan,Suzhou,Rural_Tourism_Village,National_Day_Golden_Week,Rainy,Lantern_Festival,Airport_Shuttle,87887,78944,8943,6.31,52.85,39.2,9173,57.54,95.86,20.37,43563,33.03,15.12,30.35,49.04,79.15,59.9,47.67,3.36,0.499,23.43,17695,25.23,64.69,277959.25,6265551.32,34.83,10.05,40.71,54.35,86.91,44.63,97.89,5717920.7,47.44,21.47,72.98,35.69,30.78,48.51,42.35,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7354,Xinjiang,Guangzhou,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Snowy,Dragon_Boat_Event,Airport_Shuttle,17223,15436,1787,3.56,15.6,65.12,1250,70.95,39.54,51.79,38597,76.84,83.86,50.01,46.11,55.05,74.7,90.53,2.66,0.268,84.44,21081,33.63,97.4,1060831.86,628272.45,36.79,31.58,54.45,78.53,32.35,68.54,54.38,6486705.6,48.95,97.2,95.32,71.13,26.05,38.97,67.53,Low,Risk_Control_Allocation,Control_Crowd_Risk
7355,Hainan,Xiamen,Urban_Commercial_Tourism_Hub,Autumn,Hot,No_Major_Event,Airport_Shuttle,33721,28280,5441,5.84,54.48,97.53,3541,29.46,39.97,52.14,7312,44.27,75.67,29.4,81.93,79.19,21.64,76.08,3.86,0.789,89.8,3749,38.88,82.48,7774631.59,2332745.38,20.14,8.43,99.4,41.91,84.46,90.18,78.82,2981530.43,55.84,7.69,90.93,76.93,33.03,62.8,68.8,High,Risk_Control_Allocation,Control_Crowd_Risk
7356,Jiangxi,Sanya,Mountain_Scenic_Area,Winter,Clear,Cultural_Heritage_Exhibition,Tourist_Bus,62306,53246,9060,7.97,59.38,60.21,4529,98.99,90.46,36.21,29645,89.26,10.67,91.38,97.78,25.85,43.2,76.77,2.5,0.521,23.33,1431,91.31,65.09,10469668.68,3982910.63,41.63,5.46,60.36,74.45,36.14,39.04,60.68,11426429.22,71.37,146.36,61.53,19.62,48.09,53.41,51.1,Moderate,Public_Facility_Focused,Balanced_Public_Management
7357,Guangdong,Nanchang,Coastal_Tourism_Zone,Labour_Day_Holiday,Snowy,Temple_Fair,High_Speed_Rail,39305,28972,10333,5.07,37.27,96.92,709,58.11,31.66,82.18,63253,38.18,50.27,35.18,67.33,67.51,40.39,80.8,2.96,0.945,86.56,34305,42.21,48.1,14034559.7,5147386.51,21.07,9.11,27.47,94.22,50.67,68.53,98.36,5138190.97,73.09,178.68,25.39,42.14,55.96,65.33,47.95,High,Accommodation_Focused,Expand_Accommodation_Capacity
7358,Henan,Hangzhou,Rural_Tourism_Village,National_Day_Golden_Week,Humid,Cultural_Heritage_Exhibition,Tourist_Bus,88839,83744,5095,5.3,50.91,92.02,2092,56.84,88.55,52.59,19343,63.43,44.9,58.49,81.33,69.97,24.41,94.22,4.32,0.336,52.55,42643,39.38,99.27,363974.04,3916463.58,69.91,3.27,66.84,71.39,71.86,82.65,77.73,4769212.83,46.97,147.87,32.55,64.92,30.51,61.24,58.95,High,Balanced_Allocation,Balanced_Public_Management
7359,Yunnan,Guangzhou,Coastal_Tourism_Zone,Winter,Snowy,Coastal_Leisure_Event,Ferry_Service,98101,86509,11592,4.87,19.54,46.25,2781,43.96,37.01,35.12,8291,71.77,75.56,83.91,25.68,73.54,46.23,71.88,2.7,0.558,57.15,48683,46.59,87.05,8170119.42,301793.44,68.45,17.91,51.38,60.84,87.6,22.02,25.08,8370714.13,58.52,39.17,46.07,12.44,44.18,58.26,59.1,Moderate,Transport_Focused,Improve_Transport_Service
7360,Henan,Hangzhou,Mountain_Scenic_Area,National_Day_Golden_Week,Cloudy,Coastal_Leisure_Event,Private_Car,100299,75934,24365,3.77,51.99,91.54,3846,50.94,77.29,70.59,2880,56.99,42.3,62.35,92.02,64.1,26.7,46.53,2.3,0.214,24.5,15623,17.96,72.66,1348142.73,3009807.55,80.14,24.03,72.71,43.25,29.22,50.21,88.28,2115565.94,46.05,119.61,89.61,14.07,41.15,55.28,65.38,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7361,Shanghai,Kunming,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Snowy,Lantern_Festival,Ferry_Service,75913,59102,16811,2.3,48.06,51.48,7601,81.19,52.96,28.39,62780,99.16,53.8,94.38,63.63,64.82,51.77,30.47,3.07,0.912,79.36,44141,42.6,47.05,6779420.36,945985.8,48.99,31.19,72.3,57.67,28.21,89.4,72.33,523160.4,43.46,71.14,58.93,70.85,43.17,65.46,65.52,High,Risk_Control_Allocation,Control_Crowd_Risk
7362,Hubei,Kunming,Mountain_Scenic_Area,Autumn,Snowy,Cultural_Heritage_Exhibition,Airport_Shuttle,114605,82643,31962,7.84,14.54,38.36,10546,27.46,50.89,42.03,47994,56.2,48.31,58.18,96.6,26.01,45.22,92.88,4.3,0.351,18.5,7979,19.47,123.73,8084465.1,6455881.37,21.2,30.3,84.62,55.89,82.2,63.28,84.98,8962964.51,81.14,15.72,58.26,22.98,54.22,47.95,52.16,Moderate,Balanced_Allocation,Balanced_Public_Management
7363,Jiangsu,Zhangjiajie,Historical_Cultural_City,Spring,Hot,Mountain_Adventure_Event,Tourist_Bus,84751,66390,18361,4.35,36.73,42.68,3236,42.27,81.75,97.82,49667,88.81,30.98,27.86,92.6,72.57,32.9,57.11,3.7,0.778,18.8,1373,92.31,65.22,5783859.97,1676213.18,49.08,5.1,90.27,63.67,65.97,82.97,60.34,5252639.43,77.4,147.35,45.72,33.01,32.46,58.05,39.62,Moderate,Balanced_Allocation,Balanced_Public_Management
7364,Fujian,Urumqi,Mountain_Scenic_Area,Labour_Day_Holiday,Rainy,Coastal_Leisure_Event,Airport_Shuttle,73226,58287,14939,7.55,51.67,68.05,5270,47.43,78.62,90.04,12447,53.01,30,34.24,62.2,41.77,98.65,45.48,4.34,0.628,14.87,40367,80.72,96.74,8412983.83,8585568.51,67.86,23.23,46.49,77.97,39.23,22.59,98.98,5191474.82,41.21,145.73,24.48,24.42,69.74,56.44,39.03,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7365,Shaanxi,Qingdao,Urban_Commercial_Tourism_Hub,Spring,Cloudy,Temple_Fair,High_Speed_Rail,17910,15831,2079,2.82,13.27,74.92,5769,40.09,51.76,72.06,49192,48.82,78.25,89.69,68.38,38.97,20.1,51.12,2.64,0.166,25.77,45952,18.35,70.51,4324348.82,8973592.51,52.92,15.34,50.45,81.43,41.52,38.86,55.65,10084989.29,59.53,13.74,43.53,24.27,54.38,27.97,60.18,Low,Public_Facility_Focused,Balanced_Public_Management
7366,Jiangsu,Lhasa,Historical_Cultural_City,Chinese_New_Year,Snowy,Coastal_Leisure_Event,Ferry_Service,44826,37402,7424,1.76,45.55,36.6,2750,37.1,35.35,36.58,11873,28.8,74,67.76,37.97,91.31,38.02,33.29,3.45,0.951,32.29,45989,59.97,108.8,4229567.06,7882382.64,61.63,25.86,90.08,43.17,38.36,15.55,79.75,2016002.98,34.68,111.27,22.51,10.7,57.52,49.72,44.46,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7367,Guangdong,Suzhou,Pilgrimage_Tourism_Area,Autumn,Cloudy,Temple_Fair,Metro_Service,116731,107657,9074,5.46,53.67,80.03,3102,99.91,52.27,72.86,9487,34.69,42.82,29.54,96.64,73.83,98.9,68,3.81,0.93,44.71,20574,69.97,62.46,6168162.18,5123639.12,93,6.18,51.91,96.3,31.51,35.99,77.75,1179481.76,69.78,177.25,55.79,50.91,54.35,78.77,55.87,Very_High,Infrastructure_Focused,Increase_Public_Facilities
7368,Xinjiang,Qingdao,Rural_Tourism_Village,Chinese_New_Year,Cloudy,Business_Expo,Tourist_Bus,15811,11713,4098,6.96,27.86,39.72,10021,85.29,73.38,46.51,21206,82.5,31.96,83.03,20.27,32.88,39.64,73.97,4.83,0.792,34.88,36207,48.64,45.25,759413.46,7623347.74,20.31,5.44,55.1,50.82,48.93,47.05,76.79,9114541.19,57.37,52.18,8.56,38.16,30.2,38.03,37.76,Low,Public_Facility_Focused,Balanced_Public_Management
7369,Shanghai,Xiamen,Eco_Tourism_Zone,National_Day_Golden_Week,Cloudy,Food_Tourism_Festival,High_Speed_Rail,49932,44423,5509,5.64,29.77,76.61,10431,37.45,25.11,30.8,48579,36.28,64.05,90.73,33.42,22.93,98.78,53.3,4.16,0.941,83.61,42809,32.68,119.54,11082702.28,8490649.12,59.32,9.21,63.48,52.24,99.3,70.58,31.99,5394562.82,94.5,76.06,23.84,32.59,67.96,62.24,57.59,High,Public_Facility_Focused,Balanced_Public_Management
7370,Beijing,Sanya,Coastal_Tourism_Zone,Dragon_Boat_Festival,Pleasant,Mountain_Adventure_Event,Metro_Service,57306,53293,4013,6.2,23.64,38.82,3290,91.67,89.33,35.84,23914,48.19,82.42,63.26,64.07,24.7,44.12,52.33,2.71,0.748,98.32,33877,62.9,51.63,11074216.18,7495477.3,65.99,10.84,31.24,28.03,27.25,69.38,96,7486771.99,42.67,166.13,40.5,49.37,67.5,58.69,54.92,Moderate,Transport_Focused,Improve_Transport_Service
7371,Yunnan,Guilin,Urban_Commercial_Tourism_Hub,Autumn,Humid,Business_Expo,Airport_Shuttle,6157,5055,1102,5.26,18.66,54.15,8037,51.53,96.23,36.42,33285,27.12,46.5,38.75,89.84,93.21,28.84,60.05,4.97,0.398,44.79,19557,73.73,119.35,7110069.64,3299194.13,50.7,12.31,98.21,57.63,85.19,13.3,90.76,11854528.94,42.95,40.62,70.05,50.87,43.35,34.48,47.42,Low,Low_Demand_Maintenance,Maintain_Current_Resources
7372,Hubei,Chengdu,Urban_Commercial_Tourism_Hub,Chinese_New_Year,Humid,Temple_Fair,Shared_Bicycle,43644,34448,9196,6.22,62.6,91.58,967,26.37,90.8,37.09,46197,84.48,23.55,73.18,52.08,71.66,39.46,41.47,4.61,0.5,74.32,5142,69.72,97.61,5772486.39,5676902.77,97.41,14.02,38.26,66.6,61.12,41.42,22.66,968151.93,63.85,134.51,58.14,47.72,59.2,60.27,56.82,High,Risk_Control_Allocation,Control_Crowd_Risk
7373,Jiangsu,Chongqing,Historical_Cultural_City,Summer,Cloudy,Business_Expo,High_Speed_Rail,67775,56045,11730,3.41,48.1,96.45,5705,67.61,73.53,33.27,15754,75.48,76.32,49.59,76.59,50.78,34.07,46.78,2.48,0.298,74.47,3834,94.1,68.54,7508442.78,4678394.25,42.18,31.88,44.07,45.9,92.66,59.68,20.21,5777286.2,43.34,18.37,74.61,23.89,53.81,64.84,65.98,High,Transport_Focused,Improve_Transport_Service
7374,Guizhou,Beijing,Coastal_Tourism_Zone,Dragon_Boat_Festival,Hot,Dragon_Boat_Event,Private_Car,11249,10228,1021,3.73,11,38.35,8088,62.47,59.27,93.39,52332,25.5,44.08,39.67,43.56,45.87,35.16,58.46,4.01,0.862,94.5,35469,59.83,70.06,5112673.33,6442102.24,36.27,34.43,49.63,95.73,80.7,20.01,48.28,11783813.07,83.87,163.77,83.44,74.45,52.66,47.21,50.21,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7375,Shaanxi,Guilin,Historical_Cultural_City,Spring,Pleasant,Business_Expo,Ferry_Service,66635,62674,3961,6.46,60.88,87.69,4816,56.63,30.86,57.71,34325,54.45,33.04,38.6,75.62,29.21,47.42,42.04,3.33,0.499,85.96,16858,50.22,129.81,414112.22,543166.47,32.14,13.97,63.56,60.44,61.08,89.78,58.82,928047.56,44.13,14.29,29.77,78.73,16.1,65.07,51.07,High,Risk_Control_Allocation,Control_Crowd_Risk
7376,Shanghai,Shanghai,Ethnic_Cultural_Tourism_Area,Spring,Clear,Mountain_Adventure_Event,Shared_Bicycle,55709,40987,14722,6.61,14.58,73.45,2196,34.55,79.2,39.2,12441,71.86,60.06,82.97,51.37,35.72,26.5,98.64,2.31,0.228,54.53,17925,11.18,92.53,6063265.35,3775304.76,59.06,7.68,73.65,87.65,93.69,14.11,76.05,10585599.16,81.87,153.33,24.94,61.34,42.47,42.26,58.82,Moderate,Balanced_Allocation,Balanced_Public_Management
7377,Hainan,Shanghai,Ethnic_Cultural_Tourism_Area,Summer,Cold,Business_Expo,Metro_Service,118461,100318,18143,1.58,60.67,94.8,6410,80.86,54.73,77.12,23377,60.66,26.93,28.54,54.59,99.98,80.08,71.76,2.78,0.439,26.67,30630,12.51,105.25,321427.03,7672309.49,22.24,10.38,65.32,56.92,40.95,81.86,79.64,8608030.95,68.87,147.61,10.75,58.48,31.77,64.95,47.2,High,Accommodation_Focused,Expand_Accommodation_Capacity
7378,Fujian,Xiamen,Historical_Cultural_City,Winter,Clear,No_Major_Event,Metro_Service,76689,66990,9699,1.12,33.75,59.83,9446,61.5,46.67,99.88,33282,85.38,39.67,85.66,59.8,70.21,54.21,71.86,3.02,0.416,71.41,22227,60.36,88.13,7588439.15,5490859.71,35.66,24.75,95.93,38.84,92.26,30.85,87.96,4878683.27,96.29,142,33.54,21.14,51.77,57.59,51.47,Moderate,Balanced_Allocation,Balanced_Public_Management
7379,Guangdong,Nanchang,Coastal_Tourism_Zone,Dragon_Boat_Festival,Humid,No_Major_Event,Airport_Shuttle,74828,54190,20638,5.67,35.68,78.87,5143,85.69,49.79,15.97,49536,92.73,71.86,87.74,52.7,21.92,68.91,42.5,3.83,0.87,93.79,10728,72.68,46.45,567388.75,6110082.25,71.43,31.84,68.06,45.12,79.54,62.77,85.46,4264217.57,42.07,25.38,46.31,51.27,48.89,73.69,67.77,High,Risk_Control_Allocation,Control_Crowd_Risk
7380,Shanghai,Guilin,Pilgrimage_Tourism_Area,Summer,Hot,Coastal_Leisure_Event,Private_Car,57682,44040,13642,1.59,38.78,40.41,3823,35.36,27.19,72.63,17362,29.53,28.53,41.72,90.71,89.39,80.09,57.63,3.12,0.206,29.74,11583,61.64,59.77,11423307.95,1761388.68,59.55,29.21,91.5,55.73,35.11,61.48,22.38,1068674.65,88.08,88.85,25.78,37.54,58.12,39.43,35.79,Low,Infrastructure_Focused,Increase_Public_Facilities
7381,Yunnan,Xiamen,Coastal_Tourism_Zone,Dragon_Boat_Festival,Hot,Food_Tourism_Festival,Tourist_Bus,73983,54378,19605,2.2,13.34,54.38,5483,98.06,65.92,68.55,8991,94.63,97.76,27.42,39.35,76.73,46.97,59.24,2.29,0.763,75.1,18687,21.48,88.39,8883266.35,4718001.3,71.66,34.45,59.22,79.06,44.55,35.7,30.86,9709818.77,51.49,98.4,90.27,63.58,65.53,57.25,66.67,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7382,Jiangsu,Guiyang,Mountain_Scenic_Area,Labour_Day_Holiday,Rainy,Dragon_Boat_Event,High_Speed_Rail,4075,3217,858,2.38,45.9,64.73,1941,73.88,82.17,66.64,3994,80.85,20.14,92.01,27.56,75.88,57.33,58,4.89,0.23,8.07,39968,96.37,68.21,8771400.64,8108722.97,76.79,6.61,87.1,61.31,67.08,65.11,99.83,414867.87,75.31,20.7,83.17,15.08,64.83,31.41,52.86,Low,Risk_Control_Allocation,Control_Crowd_Risk
7383,Jiangsu,Luoyang,Pilgrimage_Tourism_Area,Dragon_Boat_Festival,Pleasant,Cultural_Heritage_Exhibition,Shared_Bicycle,91027,70026,21001,4.57,45.29,62.68,1390,59.14,86.59,40,30135,41.94,40.68,67.35,71.21,99.24,66.44,65.04,4.63,0.656,33.87,23458,86.02,105.55,6158938.66,6753023.71,69.72,30.17,77.13,85.58,65.13,93.93,67.02,1356783.54,45.35,63.63,88.35,44.51,62.63,63.49,63.49,High,Risk_Control_Allocation,Control_Crowd_Risk
7384,Jiangxi,Qingdao,Urban_Commercial_Tourism_Hub,Spring,Pleasant,Coastal_Leisure_Event,Ferry_Service,70782,59232,11550,2.41,40.93,84.64,8977,80.46,86.9,34.13,50336,97.99,23.56,56.48,96.86,36.37,23.48,63.97,3.5,0.427,12.02,270,85.32,62.47,10568216.15,7646688.76,99.68,21.81,37.11,38.23,56.2,96.65,90.05,5990112.97,39.5,101.76,35.2,89.69,79.55,54.35,54.94,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
7385,Hunan,Shanghai,Rural_Tourism_Village,Dragon_Boat_Festival,Humid,No_Major_Event,Ferry_Service,19473,17083,2390,2.27,58.6,41.23,5568,67.78,30.45,55.76,21910,64.31,68.89,38.12,84.01,94.6,38.17,79.02,4.31,0.326,78.99,40081,93.08,91.21,5997102.95,7755662.25,83.91,18.37,28.28,98.86,96.47,43.61,98.17,2526456.91,38.57,89.4,30.53,63.86,63.86,44.79,44.22,Moderate,Promotion_Focused,Increase_Promotion_Investment
7386,Jiangxi,Luoyang,Historical_Cultural_City,Labour_Day_Holiday,Hot,Coastal_Leisure_Event,Airport_Shuttle,62397,57538,4859,1.07,35.27,38.8,3109,53.88,94.86,86.85,37181,87.98,90.11,48,37.46,63.33,92.74,89.92,4.86,0.62,75.49,7424,86.08,83.95,10024972.43,4219510.57,20.8,21.9,36.1,74.06,57.27,94.01,85.81,4150688.45,83.11,178.43,87.21,36.06,49.07,57.25,61.58,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7387,Sichuan,Beijing,Pilgrimage_Tourism_Area,Autumn,Hot,Dragon_Boat_Event,Private_Car,57695,45754,11941,6.37,48.5,40.38,2309,82.18,89.7,65.12,49025,40.9,49.99,83.02,29.69,24.55,88.58,95.39,2.44,0.839,43.77,7924,26.5,67.82,13292947.47,4629439.84,94.08,25.07,87.14,32.06,80.49,12.43,58.72,10340778.64,90.67,119.2,71.36,22.1,77.43,50.33,55.6,Moderate,Balanced_Allocation,Balanced_Public_Management
7388,Jiangxi,Hangzhou,Urban_Commercial_Tourism_Hub,Chinese_New_Year,Clear,Mountain_Adventure_Event,Metro_Service,66371,48590,17781,1.95,27.34,35.19,11711,46.92,33.49,20.97,25447,90.99,15.11,33.57,21.78,88.91,69.54,92.44,3.4,0.44,76.9,43813,29.55,106.44,668191.89,4249628.57,26.8,15.54,96.02,63.51,55.25,12.11,71.2,3923955.49,67.73,30.42,37.37,12.68,26.28,48.29,30.6,Moderate,Promotion_Focused,Increase_Promotion_Investment
7389,Chongqing,Chengdu,Pilgrimage_Tourism_Area,Spring,Hot,Coastal_Leisure_Event,Metro_Service,53852,38823,15029,4.98,60.7,53.85,9501,22.05,30.82,74.21,23255,34.22,27.49,30.34,92.45,81.67,49.85,89.79,4.6,0.757,23,10187,53.29,49.24,7509735.26,2362636.52,48.01,8.34,49.89,53.14,25.14,23,58.12,4392807.44,71.9,125.1,26.52,75.39,39.43,50.65,40.1,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7390,Shanghai,Luoyang,Urban_Commercial_Tourism_Hub,Labour_Day_Holiday,Hot,Dragon_Boat_Event,Shared_Bicycle,7162,6608,554,3.1,61.13,93.73,2885,83.35,90.36,77.93,23089,68.87,68,77.14,76.89,60.66,71.14,67.5,2.98,0.478,63.54,44039,21.44,96.4,14473338.64,7164851.56,43.49,32.18,35.63,40.72,67.59,99.21,59.89,11423449.65,70.49,90.03,29.19,94.67,77.42,44.47,63.69,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7391,Sichuan,Luoyang,Ethnic_Cultural_Tourism_Area,Summer,Snowy,Temple_Fair,Ferry_Service,102267,95185,7082,2.28,35.48,79.54,6703,43.95,95.2,57.12,2017,51.71,16.75,64.8,84.36,22.78,49.71,98.06,4.27,0.169,10.08,32555,95.88,126.3,9701162.78,6458821.83,30.25,27.91,79.8,97.78,32.37,85.46,20.18,2305989.44,33.07,156.07,29.61,84.61,59.31,56.97,55.22,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7392,Fujian,Nanchang,Ethnic_Cultural_Tourism_Area,Autumn,Cloudy,Mountain_Adventure_Event,Metro_Service,6531,4860,1671,3.43,49.95,56.52,11604,68.76,65.05,91.31,44429,29.06,20.73,95.02,77.59,68.87,64.92,49.65,3.71,0.215,61.87,25988,76.09,78.4,6935557.96,3144223.38,42.8,2.26,76.61,74.66,93.82,56.34,90.06,4692563.88,40.7,127.71,30.5,93.69,36.52,37.18,51.21,Low,Low_Demand_Maintenance,Maintain_Current_Resources
7393,Guangdong,Suzhou,Eco_Tourism_Zone,Dragon_Boat_Festival,Snowy,Dragon_Boat_Event,Private_Car,4607,3328,1279,2.8,21.29,48.16,7416,91.45,57.99,31.97,26758,20.77,29.05,41.41,86.84,57.86,51.93,67.59,4.3,0.515,30.08,45179,37.12,66.09,9069828.04,1702305.5,92.72,26.79,66.23,35.84,52.94,32.15,46.68,699692.38,91.49,159.98,63.18,46.72,59.79,29.32,41.39,Low,Infrastructure_Focused,Increase_Public_Facilities
7394,Beijing,Nanchang,Pilgrimage_Tourism_Area,Spring,Pleasant,Temple_Fair,Ferry_Service,17346,15820,1526,4.03,44.68,81.56,8045,40.76,77.6,79.04,18933,36.89,84.81,45.56,38.1,68.02,46.64,75.01,3.37,0.543,19.5,44755,51.34,128.84,2729626.06,4777591.31,38.96,9.03,95.37,42.65,96.25,46.79,89.8,9737349.7,91.19,95.31,47.58,23.25,32.99,40.62,54.51,Low,Transport_Focused,Improve_Transport_Service
7395,Beijing,Xi_an,Pilgrimage_Tourism_Area,Summer,Clear,Mountain_Adventure_Event,Private_Car,78035,68185,9850,5.83,12.85,79.53,2024,91.51,77.62,47.77,13306,37.12,86.53,36.35,75.51,64.65,56,62.38,3.13,0.761,44.82,26248,52.05,101.39,2469692.03,3484632.6,88.7,17.63,64.6,49.13,61.85,73.29,99.9,3036402.92,65.19,79.48,21.86,20.8,44.67,60.93,52.26,High,Transport_Focused,Improve_Transport_Service
7396,Guizhou,Kunming,Historical_Cultural_City,Labour_Day_Holiday,Clear,Mountain_Adventure_Event,Tourist_Bus,17129,14619,2510,1.36,57.17,73.43,9340,34.4,76.46,66.67,63506,25.33,64.78,71.53,94.06,25.59,41.58,81.18,2.22,0.751,53.39,48184,62.44,69.52,10517799.08,3089220.21,77.95,21.82,34.2,61.85,64.32,71.06,35.32,10819590.81,75.34,100.48,53.46,71.46,61.34,50.38,61.17,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7397,Jiangsu,Sanya,Eco_Tourism_Zone,Spring,Cloudy,Cultural_Heritage_Exhibition,High_Speed_Rail,48608,41218,7390,2.28,49.13,90.89,9740,39.95,91.85,40.35,1530,86.25,14.6,37.32,93.99,65.01,55.25,63.89,4.13,0.895,54.35,34928,56.97,58.31,10943900.83,8746387.77,40.49,13.79,88.93,81.07,68.4,54.35,67.01,11482563.05,92.14,120.1,95.7,8.8,65.47,62.95,50.99,High,Risk_Control_Allocation,Control_Crowd_Risk
7398,Hunan,Chongqing,Rural_Tourism_Village,Dragon_Boat_Festival,Clear,Lantern_Festival,Metro_Service,70755,64082,6673,1.56,62.43,74.21,2684,64.78,68.98,62.55,42269,41.42,28.02,56.96,77.79,70.17,77.81,84.37,3.68,0.384,56.99,30555,17.55,47.88,13502421.75,3364327.75,52.71,14.71,34.93,78.41,60.66,15.2,71.92,3794719.03,32.84,33.01,84.65,91.72,59.91,53.83,64.19,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7399,Guizhou,Qingdao,Historical_Cultural_City,Summer,Pleasant,Food_Tourism_Festival,Tourist_Bus,101864,80512,21352,7.77,52.36,58.21,3030,62.68,43.31,34.07,17132,91.62,18.61,75.85,40.78,96.33,34.48,57.58,4.34,0.431,74.17,41765,90.5,54.97,11599494.88,1365468.84,94.39,33.92,98.28,43.52,40.51,11.8,71.83,4307755.78,80.42,75.05,51.43,83.22,68.03,68.81,58.13,High,Balanced_Allocation,Balanced_Public_Management
7400,Henan,Nanchang,Coastal_Tourism_Zone,National_Day_Golden_Week,Rainy,No_Major_Event,Private_Car,67954,55272,12682,5.02,18.43,82.08,9063,90.56,82.92,31.99,45820,32.91,12.77,70.13,90.82,39.63,36.64,72.44,4.03,0.728,38.21,12328,36.29,91.47,14793237.36,5869142.22,60.51,33.16,33.68,50.58,84.37,30.12,59.37,9996913.55,54.24,167.64,37.81,56.13,79.21,56.08,51.32,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7401,Tibet,Qingdao,Rural_Tourism_Village,Summer,Cold,Business_Expo,Tourist_Bus,8858,6543,2315,6.74,34.65,50.18,5563,38.99,71.06,48.46,40583,93,47.43,79.6,96.36,89.64,35.8,92.49,2.53,0.253,73.12,43820,35.27,75.61,1516051.2,8013985.14,65.67,32.71,92.83,72.19,37.19,23.53,45.49,1633326.06,73.21,73.45,72.14,42.49,55.3,33.8,54.7,Low,Infrastructure_Focused,Increase_Public_Facilities
7402,Guizhou,Guilin,Historical_Cultural_City,Dragon_Boat_Festival,Rainy,No_Major_Event,Ferry_Service,114339,97859,16480,2.87,38.92,74.39,10554,96.79,75.51,55.75,1141,58.35,49.36,49.86,96.11,59.2,82.89,48.02,3.96,0.848,92.71,15254,73.82,127.53,4699888.08,8243407.51,25.02,34.97,87.25,84.72,94.15,77.51,43.12,5780445.1,57.49,17.54,56.71,82.49,54.11,82.57,64,Very_High,Infrastructure_Focused,Increase_Public_Facilities
